Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Biological Process	GO:0045899	positive regulation of RNA polymerase II transcriptional preinitiation complex assembly	 	2.576E-3	1.000E0	3.798E-2	3.308E-1	2	14	IKZF1,TP53
GO: Biological Process	GO:0090399	replicative senescence	 	2.576E-3	1.000E0	3.798E-2	3.308E-1	2	14	CDKN2A,TP53
GO: Biological Process	GO:0050872	white fat cell differentiation	 	2.576E-3	1.000E0	3.798E-2	3.308E-1	2	14	TBL1XR1,CTBP2
GO: Biological Process	GO:1900112	regulation of histone H3-K9 trimethylation	 	2.576E-3	1.000E0	3.798E-2	3.308E-1	2	14	ATRX,KDM4C
GO: Biological Process	GO:0017145	stem cell division	 	2.611E-3	1.000E0	3.833E-2	3.339E-1	5	173	SOX5,NDE1,ETV6,RUNX1,TP53
GO: Biological Process	GO:0034329	cell junction assembly	 	2.722E-3	1.000E0	3.969E-2	3.457E-1	6	254	ABL1,RUNX1,CBFB,BCR,DST,EPHA3
GO: Biological Process	GO:0031058	positive regulation of histone modification	 	2.727E-3	1.000E0	3.969E-2	3.457E-1	4	106	XBP1,AUTS2,KMT2A,TP53
GO: Biological Process	GO:0051249	regulation of lymphocyte activation	 	2.759E-3	1.000E0	3.999E-2	3.483E-1	9	538	RAG1,TCF3,ABL1,TOX,XBP1,IKZF1,BTLA,RUNX1,CBFB
GO: Biological Process	GO:0060429	epithelium development	 	2.774E-3	1.000E0	4.004E-2	3.488E-1	17	1483	MKKS,MYCN,TSHZ3,ABL1,ATRX,XBP1,NR3C1,RUNX1,CBFB,GPC6,BCR,MAGI2,BTG1,MLLT3,DMD,PBX1,TP53
GO: Biological Process	GO:0045936	negative regulation of phosphate metabolic process	 	2.833E-3	1.000E0	4.072E-2	3.547E-1	10	646	CDKN2A,CDKN2B,ABL1,RB1,XBP1,PTPRT,MYCNOS,DLG2,PRKG1,DMD
GO: Biological Process	GO:0010563	negative regulation of phosphorus metabolic process	 	2.865E-3	1.000E0	4.100E-2	3.571E-1	10	647	CDKN2A,CDKN2B,ABL1,RB1,XBP1,PTPRT,MYCNOS,DLG2,PRKG1,DMD
GO: Biological Process	GO:0006352	DNA-templated transcription, initiation	 	2.885E-3	1.000E0	4.111E-2	3.581E-1	6	257	TCF4,NCOA6,IKZF1,NR3C1,CBFB,TP53
GO: Biological Process	GO:2000052	positive regulation of non-canonical Wnt signaling pathway	 	2.962E-3	1.000E0	4.180E-2	3.641E-1	2	15	ABL1,MLLT3
GO: Biological Process	GO:0045161	neuronal ion channel clustering	 	2.962E-3	1.000E0	4.180E-2	3.641E-1	2	15	CNTNAP2,DLG2
GO: Biological Process	GO:0016477	cell migration	 	2.975E-3	1.000E0	4.180E-2	3.641E-1	19	1757	VPREB1,ABL1,ERG,NDE1,XBP1,GPC6,BCR,PTPRT,DOCK5,MAGI2,ARID2,BTG1,ARID5B,AUTS2,GPC5,PRKG1,TP53,CD200,EPHA3
GO: Biological Process	GO:0050867	positive regulation of cell activation	 	2.982E-3	1.000E0	4.180E-2	3.641E-1	8	443	RAG1,TCF3,TOX,XBP1,IKZF1,BTLA,RUNX1,CBFB
GO: Biological Process	GO:0071363	cellular response to growth factor stimulus	 	3.034E-3	1.000E0	4.230E-2	3.685E-1	11	763	SOX5,CDKN2B,TCF4,ABL1,XBP1,NR3C1,RUNX1,MAGI2,NRXN1,DMD,TP53
GO: Biological Process	GO:0016055	Wnt signaling pathway	 	3.043E-3	1.000E0	4.230E-2	3.685E-1	9	546	AMER1,ABL1,RUNX1,CBFB,GPC6,TBL1XR1,MAGI2,MLLT3,GPC5
GO: Biological Process	GO:0035335	peptidyl-tyrosine dephosphorylation	 	3.117E-3	1.000E0	4.299E-2	3.744E-1	4	110	MTMR8,PTPRT,PTPN9,PTPRD
GO: Biological Process	GO:0198738	cell-cell signaling by wnt	 	3.117E-3	1.000E0	4.299E-2	3.744E-1	9	548	AMER1,ABL1,RUNX1,CBFB,GPC6,TBL1XR1,MAGI2,MLLT3,GPC5
GO: Biological Process	GO:0031050	dsRNA processing	 	3.209E-3	1.000E0	4.387E-2	3.821E-1	3	54	MYCN,PRKRA,TP53
GO: Biological Process	GO:0070918	production of small RNA involved in gene silencing by RNA	 	3.209E-3	1.000E0	4.387E-2	3.821E-1	3	54	MYCN,PRKRA,TP53
GO: Biological Process	GO:0051668	localization within membrane	 	3.220E-3	1.000E0	4.387E-2	3.821E-1	4	111	GRIK2,MAGI2,NRXN1,DLG2
GO: Biological Process	GO:0007612	learning	 	3.246E-3	1.000E0	4.405E-2	3.837E-1	5	182	RAG1,NRXN3,NRXN1,CNTNAP2,KMT2A
GO: Biological Process	GO:0050863	regulation of T cell activation	 	3.306E-3	1.000E0	4.446E-2	3.873E-1	7	354	RAG1,ABL1,XBP1,IKZF1,BTLA,RUNX1,CBFB
GO: Biological Process	GO:0060071	Wnt signaling pathway, planar cell polarity pathway	 	3.325E-3	1.000E0	4.446E-2	3.873E-1	4	112	ABL1,GPC6,MAGI2,MLLT3
GO: Biological Process	GO:0098880	maintenance of postsynaptic specialization structure	 	3.373E-3	1.000E0	4.446E-2	3.873E-1	2	16	MAGI2,DLG2
GO: Biological Process	GO:0043374	CD8-positive, alpha-beta T cell differentiation	 	3.373E-3	1.000E0	4.446E-2	3.873E-1	2	16	RUNX1,CBFB
GO: Biological Process	GO:0060312	regulation of blood vessel remodeling	 	3.373E-3	1.000E0	4.446E-2	3.873E-1	2	16	ERG,BCR
GO: Biological Process	GO:0098696	regulation of neurotransmitter receptor localization to postsynaptic specialization membrane	 	3.373E-3	1.000E0	4.446E-2	3.873E-1	2	16	GPC6,MAGI2
GO: Biological Process	GO:2000772	regulation of cellular senescence	 	3.381E-3	1.000E0	4.446E-2	3.873E-1	3	55	CDKN2A,ABL1,TP53
GO: Biological Process	GO:0046638	positive regulation of alpha-beta T cell differentiation	 	3.381E-3	1.000E0	4.446E-2	3.873E-1	3	55	IKZF1,RUNX1,CBFB
GO: Biological Process	GO:0046634	regulation of alpha-beta T cell activation	 	3.433E-3	1.000E0	4.497E-2	3.918E-1	4	113	IKZF1,BTLA,RUNX1,CBFB
GO: Biological Process	GO:0006338	chromatin remodeling	 	3.481E-3	1.000E0	4.543E-2	3.957E-1	5	185	CDKN2A,ATRX,RB1,KDM4C,NR3C1
GO: Biological Process	GO:0090175	regulation of establishment of planar polarity	 	3.543E-3	1.000E0	4.606E-2	4.012E-1	4	114	ABL1,GPC6,MAGI2,MLLT3
GO: Biological Process	GO:1990778	protein localization to cell periphery	 	3.625E-3	1.000E0	4.695E-2	4.090E-1	7	360	GPC6,MAGI2,PTPN9,NRXN1,KCNIP4,DLG2,EPHA3
GO: Biological Process	GO:0030177	positive regulation of Wnt signaling pathway	 	3.644E-3	1.000E0	4.702E-2	4.095E-1	5	187	AMER1,ABL1,TBL1XR1,MLLT3,GPC5
GO: Biological Process	GO:0071560	cellular response to transforming growth factor beta stimulus	 	3.675E-3	1.000E0	4.723E-2	4.114E-1	6	270	SOX5,CDKN2B,XBP1,NR3C1,RUNX1,TP53
GO: Biological Process	GO:0002684	positive regulation of immune system process	 	3.724E-3	1.000E0	4.752E-2	4.139E-1	15	1268	RAG1,TCF3,ABL1,TOX,RB1,MATR3,XBP1,IKZF1,BTLA,RUNX1,CBFB,DDX1,ELF1,PAX5,TP53
GO: Biological Process	GO:1904889	regulation of excitatory synapse assembly	 	3.809E-3	1.000E0	4.752E-2	4.139E-1	2	17	PTPRD,NRXN1
GO: Biological Process	GO:0007638	mechanosensory behavior	 	3.809E-3	1.000E0	4.752E-2	4.139E-1	2	17	NRXN1,CNTNAP2
GO: Biological Process	GO:2001185	regulation of CD8-positive, alpha-beta T cell activation	 	3.809E-3	1.000E0	4.752E-2	4.139E-1	2	17	RUNX1,CBFB
GO: Biological Process	GO:0080182	histone H3-K4 trimethylation	 	3.809E-3	1.000E0	4.752E-2	4.139E-1	2	17	NCOA6,KMT2A
GO: Biological Process	GO:0071850	mitotic cell cycle arrest	 	3.809E-3	1.000E0	4.752E-2	4.139E-1	2	17	MAGI2,TP53
GO: Biological Process	GO:0070243	regulation of thymocyte apoptotic process	 	3.809E-3	1.000E0	4.752E-2	4.139E-1	2	17	RAG1,TP53
GO: Biological Process	GO:0051571	positive regulation of histone H3-K4 methylation	 	3.809E-3	1.000E0	4.752E-2	4.139E-1	2	17	AUTS2,KMT2A
GO: Biological Process	GO:0061005	cell differentiation involved in kidney development	 	3.930E-3	1.000E0	4.856E-2	4.230E-1	3	58	TSHZ3,AMER1,MAGI2
GO: Biological Process	GO:0034622	cellular protein-containing complex assembly	 	3.949E-3	1.000E0	4.856E-2	4.230E-1	15	1276	MKKS,TCF4,MYH11,ABL1,ATRX,NDE1,RB1,NUP98,IKZF1,WRAP53,DDX1,ADD3,PDE4DIP,DMD,TP53
GO: Biological Process	GO:0035295	tube development	 	3.949E-3	1.000E0	4.856E-2	4.230E-1	15	1276	MKKS,MYCN,TCF4,TSHZ3,ABL1,ATRX,RB1,XBP1,NR3C1,RUNX1,NRXN3,NRXN1,ARID2,BTG1,PBX1
GO: Biological Process	GO:0045786	negative regulation of cell cycle	 	3.949E-3	1.000E0	4.856E-2	4.230E-1	10	677	CDKN2A,CDKN2B,ABL1,ATRX,RB1,MAGI2,BTG1,ZFHX3,STAG2,TP53
GO: Biological Process	GO:0071824	protein-DNA complex subunit organization	 	4.027E-3	1.000E0	4.934E-2	4.297E-1	7	367	TCF4,ATRX,RB1,IKZF1,WRAP53,ARID2,TP53
GO: Biological Process	GO:0006367	transcription initiation from RNA polymerase II promoter	 	4.076E-3	1.000E0	4.976E-2	4.334E-1	5	192	TCF4,IKZF1,NR3C1,CBFB,TP53
GO: Cellular Component	GO:0000790	nuclear chromatin	 	1.693E-8	6.671E-6	6.671E-6	4.372E-5	31	1923	SOX5,MYCN,BNC2,TCF4,TSHZ3,TCF3,ZNF536,ERG,TOX,ATRX,RB1,KDM4C,XBP1,ETV6,IKZF1,EBF1,NR3C1,RUNX1,CBFB,TSC22D1,ARID2,ARID5B,UHRF1,KMT2A,MLLT3,ELF1,ZFHX3,PAX5,PBX1,STAG2,TP53
GO: Cellular Component	GO:0005667	transcription factor complex	 	1.040E-6	4.098E-4	2.049E-4	1.343E-3	13	454	SOX5,TCF4,NCOA6,TCF3,RB1,IKZF1,RUNX1,CBFB,ARID2,ZFHX3,PAX5,PBX1,TP53
GO: Cellular Component	GO:0045202	synapse	 	1.181E-5	4.652E-3	1.551E-3	1.017E-2	22	1482	ABL1,DSCAM,NDE1,HCN1,PSD3,XBP1,GRIK2,NR3C1,GPC6,BCR,ADD3,MAGI2,NRXN3,DST,PTPRD,NRXN1,CNTNAP2,SORCS2,DLG2,CTBP2,DMD,EPHA3
GO: Cellular Component	GO:0097519	DNA recombinase complex	 	2.898E-5	1.142E-2	2.299E-3	1.507E-2	2	2	RAG1,RAG2
GO: Cellular Component	GO:0044456	synapse part	 	2.917E-5	1.149E-2	2.299E-3	1.507E-2	19	1228	ABL1,HCN1,PSD3,XBP1,GRIK2,NR3C1,BCR,ADD3,MAGI2,NRXN3,DST,PTPRD,NRXN1,CNTNAP2,SORCS2,DLG2,CTBP2,DMD,EPHA3
GO: Cellular Component	GO:0044798	nuclear transcription factor complex	 	4.374E-5	1.723E-2	2.872E-3	1.883E-2	8	237	SOX5,TCF4,TCF3,RB1,RUNX1,CBFB,PBX1,TP53
GO: Cellular Component	GO:0044451	nucleoplasm part	 	6.585E-5	2.595E-2	3.707E-3	2.430E-2	18	1191	NCOA6,TCF3,AMER1,ABL1,ATRX,RB1,KDM4C,NUP98,NCAM2,NR3C1,WRAP53,TBL1XR1,DDX1,KMT2C,KMT2A,MLLT3,ZFHX3,TP53
GO: Cellular Component	GO:0016513	core-binding factor complex	 	8.616E-5	3.395E-2	4.243E-3	2.781E-2	2	3	RUNX1,CBFB
GO: Cellular Component	GO:0090575	RNA polymerase II transcription factor complex	 	9.698E-5	3.821E-2	4.246E-3	2.783E-2	7	197	TCF4,TCF3,RB1,RUNX1,CBFB,PBX1,TP53
GO: Cellular Component	GO:0030424	axon	 	1.276E-4	5.027E-2	4.664E-3	3.057E-2	14	817	TSHZ3,ABL1,DSCAM,HCN1,NCAM2,GRIK2,ITPR2,DST,PTPRD,NRXN1,CNTNAP2,AUTS2,DLG2,CD200
GO: Cellular Component	GO:0034399	nuclear periphery	 	1.309E-4	5.156E-2	4.664E-3	3.057E-2	6	144	MATR3,NUP98,RUNX1T1,UHRF1,STAG2,TP53
GO: Cellular Component	GO:0043005	neuron projection	 	1.420E-4	5.596E-2	4.664E-3	3.057E-2	21	1624	MKKS,TSHZ3,ABL1,DSCAM,HCN1,NCAM2,GRIK2,NR3C1,ITPR2,MAGI2,PTPN9,DST,PTPRD,NRXN1,CNTNAP2,AUTS2,KCNIP4,DLG2,DMD,CD200,EPHA3
GO: Cellular Component	GO:0098984	neuron to neuron synapse	 	1.686E-4	6.641E-2	5.035E-3	3.300E-2	10	452	PSD3,GRIK2,NR3C1,BCR,ADD3,MAGI2,DST,PTPRD,SORCS2,DLG2
GO: Cellular Component	GO:0033267	axon part	 	1.789E-4	7.048E-2	5.035E-3	3.300E-2	11	546	TSHZ3,ABL1,DSCAM,HCN1,GRIK2,DST,PTPRD,NRXN1,CNTNAP2,AUTS2,DLG2
GO: Cellular Component	GO:0034705	potassium channel complex	 	1.991E-4	7.846E-2	5.231E-3	3.429E-2	5	99	HCN1,GRIK2,CNTNAP2,KCNIP4,DLG2
GO: Cellular Component	GO:0005721	pericentric heterochromatin	 	2.181E-4	8.595E-2	5.372E-3	3.521E-2	3	22	ATRX,KDM4C,IKZF1
GO: Cellular Component	GO:0098982	GABA-ergic synapse	 	2.739E-4	1.079E-1	6.347E-3	4.160E-2	5	106	MAGI2,NRXN3,NRXN1,CTBP2,EPHA3
GO: Cellular Component	GO:0000792	heterochromatin	 	3.834E-4	1.511E-1	8.349E-3	5.472E-2	5	114	CDKN2A,ATRX,KDM4C,IKZF1,UHRF1
GO: Cellular Component	GO:0016363	nuclear matrix	 	4.492E-4	1.770E-1	8.349E-3	5.472E-2	5	118	MATR3,RUNX1T1,UHRF1,STAG2,TP53
GO: Cellular Component	GO:0098794	postsynapse	 	5.026E-4	1.980E-1	8.349E-3	5.472E-2	13	825	ABL1,PSD3,GRIK2,NR3C1,BCR,ADD3,MAGI2,DST,PTPRD,NRXN1,SORCS2,DLG2,DMD
GO: Cellular Component	GO:0014069	postsynaptic density	 	5.032E-4	1.983E-1	8.349E-3	5.472E-2	9	426	PSD3,GRIK2,NR3C1,BCR,ADD3,MAGI2,DST,SORCS2,DLG2
GO: Cellular Component	GO:0032279	asymmetric synapse	 	5.032E-4	1.983E-1	8.349E-3	5.472E-2	9	426	PSD3,GRIK2,NR3C1,BCR,ADD3,MAGI2,DST,SORCS2,DLG2
GO: Cellular Component	GO:0120038	plasma membrane bounded cell projection part	 	5.086E-4	2.004E-1	8.349E-3	5.472E-2	21	1784	MKKS,TSHZ3,ABL1,DSCAM,HCN1,PSD3,GRIK2,NR3C1,MAGI2,FANK1,PTPN9,DST,PTPRD,NRXN1,CEP89,CNTNAP2,AUTS2,KCNIP4,DLG2,DMD,SPAG16
GO: Cellular Component	GO:0044463	cell projection part	 	5.086E-4	2.004E-1	8.349E-3	5.472E-2	21	1784	MKKS,TSHZ3,ABL1,DSCAM,HCN1,PSD3,GRIK2,NR3C1,MAGI2,FANK1,PTPN9,DST,PTPRD,NRXN1,CEP89,CNTNAP2,AUTS2,KCNIP4,DLG2,DMD,SPAG16
GO: Cellular Component	GO:0097060	synaptic membrane	 	7.664E-4	3.020E-1	1.208E-2	7.917E-2	10	548	PSD3,GRIK2,BCR,MAGI2,NRXN3,PTPRD,NRXN1,CNTNAP2,DLG2,DMD
GO: Cellular Component	GO:0000775	chromosome, centromeric region	 	7.992E-4	3.149E-1	1.211E-2	7.938E-2	6	202	ATRX,NDE1,KDM4C,NUP98,IKZF1,STAG2
GO: Cellular Component	GO:0099572	postsynaptic specialization	 	8.821E-4	3.476E-1	1.287E-2	8.438E-2	9	461	PSD3,GRIK2,NR3C1,BCR,ADD3,MAGI2,DST,SORCS2,DLG2
GO: Cellular Component	GO:0016604	nuclear body	 	1.259E-3	4.962E-1	1.552E-2	1.018E-1	12	799	TCF3,AMER1,ABL1,ATRX,RB1,NUP98,NCAM2,NR3C1,WRAP53,DDX1,ZFHX3,TP53
GO: Cellular Component	GO:0044224	juxtaparanode region of axon	 	1.261E-3	4.968E-1	1.552E-2	1.018E-1	2	10	CNTNAP2,DLG2
GO: Cellular Component	GO:0031618	nuclear pericentric heterochromatin	 	1.261E-3	4.968E-1	1.552E-2	1.018E-1	2	10	ATRX,IKZF1
GO: Cellular Component	GO:0036056	filtration diaphragm	 	1.261E-3	4.968E-1	1.552E-2	1.018E-1	2	10	MAGI2,NRXN1
GO: Cellular Component	GO:0036057	slit diaphragm	 	1.261E-3	4.968E-1	1.552E-2	1.018E-1	2	10	MAGI2,NRXN1
GO: Cellular Component	GO:0008076	voltage-gated potassium channel complex	 	1.375E-3	5.418E-1	1.642E-2	1.076E-1	4	89	HCN1,CNTNAP2,KCNIP4,DLG2
GO: Cellular Component	GO:0035097	histone methyltransferase complex	 	1.683E-3	6.629E-1	1.950E-2	1.278E-1	4	94	NCOA6,KDM4C,KMT2C,KMT2A
GO: Cellular Component	GO:0098978	glutamatergic synapse	 	1.798E-3	7.084E-1	2.024E-2	1.327E-1	9	511	GRIK2,NR3C1,GPC6,BCR,MAGI2,PTPRD,NRXN1,DLG2,CTBP2
GO: Cellular Component	GO:0150034	distal axon	 	2.373E-3	9.349E-1	2.597E-2	1.702E-1	8	432	TSHZ3,ABL1,DSCAM,HCN1,GRIK2,PTPRD,NRXN1,AUTS2
GO: Cellular Component	GO:0005819	spindle	 	3.339E-3	1.000E0	3.556E-2	2.331E-1	7	359	NDE1,RB1,NR3C1,TBL1XR1,CEP89,HECW2,STAG2
GO: Cellular Component	GO:0098687	chromosomal region	 	3.495E-3	1.000E0	3.624E-2	2.376E-1	7	362	ATRX,NDE1,KDM4C,NUP98,IKZF1,WRAP53,STAG2
GO: Cellular Component	GO:0034708	methyltransferase complex	 	4.195E-3	1.000E0	4.238E-2	2.778E-1	4	121	NCOA6,KDM4C,KMT2C,KMT2A
Pathway	523016	Transcriptional misregulation in cancer	BioSystems: KEGG	3.159E-8	2.123E-5	2.123E-5	1.505E-4	11	180	MYCN,TCF3,ERG,ETV6,RUNX1,RUNX1T1,KMT2A,MLLT3,PAX5,PBX1,TP53
Pathway	83116	Chronic myeloid leukemia	BioSystems: KEGG	4.635E-7	3.114E-4	1.557E-4	1.104E-3	7	71	CDKN2A,ABL1,RB1,RUNX1,BCR,CTBP2,TP53
Pathway	M648	Cell Cycle: G1/S Check Point	MSigDB C2 BIOCARTA (v6.0)	1.078E-6	7.247E-4	2.416E-4	1.712E-3	5	28	CDKN2A,CDKN2B,ABL1,RB1,TP53
Pathway	M11358	Tumor Suppressor Arf Inhibits Ribosomal Biogenesis	MSigDB C2 BIOCARTA (v6.0)	4.292E-6	2.884E-3	7.211E-4	5.111E-3	4	17	CDKN2A,ABL1,RB1,TP53
Pathway	83054	Cell cycle	BioSystems: KEGG	1.864E-4	1.253E-1	2.505E-2	1.776E-1	6	124	CDKN2A,CDKN2B,ABL1,RB1,STAG2,TP53
Pathway	83105	Pathways in cancer	BioSystems: KEGG	3.137E-4	2.108E-1	3.513E-2	2.490E-1	10	395	CDKN2A,CDKN2B,ABL1,RB1,RUNX1,RUNX1T1,BCR,LPAR6,CTBP2,TP53
Pathway	M17770	Cyclins and Cell Cycle Regulation	MSigDB C2 BIOCARTA (v6.0)	4.760E-4	3.199E-1	4.569E-2	3.239E-1	3	23	CDKN2A,CDKN2B,RB1
Disease	C1292769	Precursor B-cell lymphoblastic leukemia	DisGeNET Curated	1.752E-19	5.453E-16	5.076E-16	4.375E-15	26	364	CDKN2A,MYCN,CDKN2B,RAG1,RAG2,TCF3,VPREB1,ABL1,XBP1,ETV6,IKZF1,BTLA,GRIK2,NR3C1,RUNX1,BCR,TBL1XR1,TARP,BTG1,ARID5B,AUTS2,KMT2A,PAX5,PBX1,FHIT,TP53
Disease	C0023453	Leukemia, Lymphocytic, Acute, L2	DisGeNET Curated	3.262E-19	1.015E-15	5.076E-16	4.375E-15	14	52	CDKN2A,TCF3,VPREB1,ABL1,ERG,RB1,ETV6,IKZF1,RUNX1,BCR,ARID5B,KMT2A,PAX5,TP53
Disease	C1961102	Precursor Cell Lymphoblastic Leukemia Lymphoma	DisGeNET Curated	2.027E-18	6.308E-15	2.103E-15	1.813E-14	29	535	CDKN2A,CDKN2B,RAG1,TCF3,VPREB1,ABL1,ERG,RB1,ETV6,IKZF1,EBF1,NR3C1,RUNX1,RUNX1T1,CBFB,BCR,TBL1XR1,MTAP,TARP,BTG1,ARID5B,AUTS2,UHRF1,KMT2A,MLLT3,PAX5,PBX1,FHIT,TP53
Disease	C0023448	Lymphoid leukemia	DisGeNET Curated	5.139E-18	1.599E-14	3.998E-15	3.447E-14	20	199	CDKN2A,MYCN,CDKN2B,RAG1,ABL1,ERG,NUP98,ETV6,IKZF1,NR3C1,RUNX1,RUNX1T1,BCR,TBL1XR1,UHRF1,KMT2A,PAX5,PBX1,TP53,EPHA3
Disease	C0023449	Acute lymphocytic leukemia	DisGeNET BeFree	1.211E-17	3.770E-14	7.539E-15	6.499E-14	35	902	CDKN2A,CDKN2B,RAG1,RAG2,TCF4,TCF3,VPREB1,ABL1,ERG,RB1,ETV6,IKZF1,GRIK2,EBF1,NR3C1,MLLT10,RUNX1,RUNX1T1,CBFB,BCR,TBL1XR1,KMT2C,MTAP,TARP,BTG1,ARID5B,AUTS2,SLX4IP,UHRF1,KMT2A,MLLT3,PAX5,PBX1,FHIT,TP53
Disease	C0023452	Childhood Acute Lymphoblastic Leukemia	DisGeNET Curated	2.143E-17	6.669E-14	1.112E-14	9.582E-14	26	442	CDKN2A,CDKN2B,RAG1,TCF3,VPREB1,ABL1,ERG,RB1,ETV6,IKZF1,EBF1,NR3C1,RUNX1,CBFB,BCR,MTAP,TARP,BTG1,ARID5B,AUTS2,SLX4IP,KMT2A,PAX5,PBX1,FHIT,TP53
Disease	C0023485	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	DisGeNET Curated	2.164E-16	6.733E-13	9.619E-14	8.292E-13	15	100	CDKN2A,CDKN2B,TCF3,ABL1,XBP1,ETV6,IKZF1,NR3C1,RUNX1,BCR,TARP,KMT2A,PAX5,PBX1,TP53
Disease	C0085669	Acute leukemia	DisGeNET BeFree	2.422E-15	7.538E-12	9.423E-13	8.123E-12	25	488	CDKN2A,CDKN2B,TCF3,VPREB1,MYH11,ABL1,ERG,RB1,KDM4C,NUP98,ETV6,IKZF1,EBF1,MLLT10,RUNX1,RUNX1T1,CBFB,BCR,ARID5B,KMT2A,PAX5,PBX1,FHIT,TP53,CD200
Disease	C0242596	Neoplasm, Residual	DisGeNET Curated	6.911E-15	2.151E-11	2.390E-12	2.060E-11	18	215	CDKN2A,MYCN,CDKN2B,MYH11,ABL1,ERG,NUP98,ETV6,IKZF1,RUNX1,RUNX1T1,CBFB,BCR,TARP,KMT2A,MLLT3,PBX1,TP53
Disease	C1961099	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	DisGeNET Curated	4.159E-14	1.294E-10	1.294E-11	1.116E-10	22	404	CDKN2A,MYCN,CDKN2B,RAG2,TCF3,ABL1,ERG,TOX,NUP98,ETV6,IKZF1,NR3C1,MLLT10,RUNX1,BCR,ADD3,MTAP,TARP,KMT2A,PAX5,FHIT,TP53
Disease	C0008626	Congenital chromosomal disease	DisGeNET Curated	3.017E-13	9.389E-10	8.536E-11	7.358E-10	23	496	MKKS,CDKN2A,MYCN,CDKN2B,MYH11,ABL1,RB1,NUP98,ETV6,MLLT10,RUNX1,RUNX1T1,CBFB,BCR,TBL1XR1,PTPRD,NRXN1,KMT2A,MLLT3,PAX5,PBX1,FHIT,TP53
Disease	C0598766	Leukemogenesis	DisGeNET BeFree	4.097E-13	1.275E-9	1.063E-10	9.160E-10	27	729	CDKN2A,CDKN2B,RAG2,MYH11,ABL1,ERG,RB1,NUP98,ETV6,IKZF1,BTLA,EBF1,MLLT10,RUNX1,RUNX1T1,CBFB,BCR,KMT2C,TSC22D1,BTG1,ARID5B,KMT2A,MLLT3,PAX5,PBX1,FHIT,TP53
Disease	C0023418	leukemia	DisGeNET Curated	4.519E-13	1.406E-9	1.082E-10	9.326E-10	42	1842	CDKN2A,MYCN,CDKN2B,RAG1,RAG2,TCF4,TCF3,VPREB1,MYH11,ABL1,ERG,RB1,KDM4C,NUP98,ETV6,IKZF1,BTLA,SERP2,EBF1,NR3C1,MLLT10,RUNX1,RUNX1T1,CBFB,BCR,KMT2C,TSC22D1,TARP,BTG1,ARID5B,UHRF1,KMT2A,MLLT3,CTBP2,PAX5,PRKG1,PBX1,FHIT,CCDC26,STAG2,TP53,CD200
Disease	C0023462	Acute Megakaryocytic Leukemias	DisGeNET Curated	1.288E-12	4.010E-9	2.864E-10	2.469E-9	13	117	MYCN,MYH11,ABL1,ERG,NUP98,ETV6,MLLT10,RUNX1,RUNX1T1,BCR,KMT2A,MLLT3,TP53
Disease	C0751606	Adult Acute Lymphocytic Leukemia	DisGeNET BeFree	1.792E-12	5.578E-9	3.718E-10	3.205E-9	13	120	CDKN2A,MYCN,CDKN2B,ABL1,ETV6,IKZF1,RUNX1,BCR,KMT2A,PAX5,PBX1,FHIT,TP53
Disease	C0152276	Granulocytic Sarcoma	DisGeNET BeFree	3.814E-12	1.187E-8	7.417E-10	6.394E-9	8	25	MYH11,ABL1,IKZF1,MLLT10,RUNX1,CBFB,BCR,KMT2A
Disease	C0376545	Hematologic Neoplasms	DisGeNET Curated	1.577E-11	4.908E-8	2.887E-9	2.489E-8	22	544	CDKN2A,CDKN2B,ABL1,ERG,ATRX,RB1,NUP98,XBP1,ETV6,NR3C1,RUNX1,RUNX1T1,WRAP53,BCR,KMT2C,KMT2A,PAX5,PRKG1,PBX1,FHIT,TP53,CD200
Disease	C2697636	Hyperdiploid B Acute Lymphoblastic Leukemia	DisGeNET BeFree	2.006E-11	6.242E-8	3.468E-9	2.989E-8	8	30	CDKN2A,TCF3,ETV6,IKZF1,RUNX1,ARID5B,KMT2A,PBX1
Disease	C0376544	Hematopoietic Neoplasms	DisGeNET Curated	5.086E-11	1.583E-7	8.331E-9	7.181E-8	14	191	CDKN2A,VPREB1,ABL1,NUP98,ETV6,IKZF1,RUNX1,BCR,KMT2A,PAX5,PBX1,FHIT,TP53,EPHA3
Disease	C1292780	Therapy-related myelodysplastic syndrome	DisGeNET BeFree	6.082E-11	1.893E-7	9.464E-9	8.158E-8	8	34	CDKN2A,CDKN2B,MYH11,NUP98,RUNX1,BCR,KMT2A,TP53
Disease	C0023470	Myeloid Leukemia	DisGeNET Curated	9.130E-11	2.841E-7	1.334E-8	1.150E-7	20	481	CDKN2A,CDKN2B,MYH11,ABL1,ERG,NUP98,ETV6,MLLT10,RUNX1,RUNX1T1,CBFB,BCR,KMT2A,PAX5,PBX1,FHIT,CCDC26,STAG2,TP53,EPHA3
Disease	C0349636	Pre B-cell acute lymphoblastic leukemia	DisGeNET BeFree	9.434E-11	2.936E-7	1.334E-8	1.150E-7	7	22	ABL1,XBP1,IKZF1,NR3C1,BCR,PAX5,PBX1
