Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
Transcription Factor Binding Site	TTANTCA_UNKNOWN	TTANTCA_UNKNOWN	 	1.301E-4	5.762E-2	1.050E-2	7.008E-2	11	760	DPYD,SLC8A1,PDE4D,SHANK2,PTPRG,NUMA1,ELAVL2,DLG2,DMD,ALK,TCF7L1
Transcription Factor Binding Site	V$PBX1_01	V$PBX1_01	 	1.303E-4	5.773E-2	1.050E-2	7.008E-2	6	201	DPYD,DAB1,ELAVL2,DLG2,ACYP2,CACNA2D3
Transcription Factor Binding Site	RTTTNNNYTGGM_UNKNOWN	RTTTNNNYTGGM_UNKNOWN	 	1.438E-4	6.369E-2	1.050E-2	7.008E-2	5	128	ACACA,PTPRG,ASIC2,DMD,FHIT
Transcription Factor Binding Site	V$CEBP_Q2_01	V$CEBP_Q2_01	 	1.981E-4	8.774E-2	1.050E-2	7.008E-2	6	217	RIN3,PDE4D,ELAVL2,DLG2,DMD,TCF7L1
Transcription Factor Binding Site	V$OCT_C	V$OCT_C	 	2.031E-4	8.996E-2	1.050E-2	7.008E-2	6	218	VSNL1,PDE4D,NRXN1,DMD,ALK,TCF7L1
Transcription Factor Binding Site	V$OCT_Q6	V$OCT_Q6	 	2.134E-4	9.453E-2	1.050E-2	7.008E-2	6	220	VSNL1,PDE4D,NRXN1,DLG2,DMD,ALK
Transcription Factor Binding Site	V$OCT1_B	V$OCT1_B	 	2.469E-4	1.094E-1	1.094E-2	7.297E-2	6	226	VSNL1,PDE4D,NRXN1,DLG2,DMD,ALK
Transcription Factor Binding Site	TGGAAA_V$NFAT_Q4_01	TGGAAA_V$NFAT_Q4_01	 	3.680E-4	1.630E-1	1.482E-2	9.888E-2	15	1497	VSNL1,PDE4D,SHANK2,WWOX,ACACA,ASIC2,CNTNAP2,DAB1,AUTS2,DLG2,DMD,ACYP2,MAML3,CACNA2D3,OPHN1
Transcription Factor Binding Site	TGTTTGY_V$HNF3_Q6	TGTTTGY_V$HNF3_Q6	 	4.471E-4	1.981E-1	1.493E-2	9.963E-2	9	596	VSNL1,PDE4D,PTPRG,CNTNAP2,DLG2,DMD,TERT,TCF7L1,CACNA2D3
Transcription Factor Binding Site	V$CEBP_C	V$CEBP_C	 	4.679E-4	2.073E-1	1.493E-2	9.963E-2	5	165	PDE4D,NUMA1,DLG2,DMD,CACNA2D3
Transcription Factor Binding Site	AACTTT_UNKNOWN	AACTTT_UNKNOWN	 	4.719E-4	2.091E-1	1.493E-2	9.963E-2	15	1531	PDE4D,SHANK2,PTPRG,NRXN1,CNTNAP2,DAB1,AUTS2,ELAVL2,DLG2,KCNS3,DMD,ALK,TCF7L1,MAML3,CACNA2D3
Transcription Factor Binding Site	YGCANTGCR_UNKNOWN	YGCANTGCR_UNKNOWN	 	7.485E-4	3.316E-1	2.105E-2	1.405E-1	4	104	VSNL1,NRXN1,ASIC2,KCNS3
Transcription Factor Binding Site	V$CEBPDELTA_Q6	V$CEBPDELTA_Q6	 	8.468E-4	3.751E-1	2.105E-2	1.405E-1	5	188	CNTNAP2,DAB1,KCNS3,DMD,CACNA2D3
Transcription Factor Binding Site	CTTTAAR_UNKNOWN	CTTTAAR_UNKNOWN	 	9.013E-4	3.993E-1	2.105E-2	1.405E-1	10	799	VSNL1,SHANK2,BCAS3,ELAVL2,NBEA,DMD,IMMP2L,TCF7L1,CACNA2D3,OPHN1
Transcription Factor Binding Site	V$CIZ_01	V$CIZ_01	 	9.094E-4	4.028E-1	2.105E-2	1.405E-1	5	191	PDE4D,ASIC2,TMPO,ELAVL2,TCF7L1
Transcription Factor Binding Site	V$MEF2_02	V$MEF2_02	 	1.045E-3	4.629E-1	2.105E-2	1.405E-1	5	197	PACS1,DLG2,NBEA,DMD,CACNA2D3
Transcription Factor Binding Site	V$GATA4_Q3	V$GATA4_Q3	 	1.045E-3	4.629E-1	2.105E-2	1.405E-1	5	197	PDE4D,AUTS2,ELAVL2,DMD,ALK
Transcription Factor Binding Site	V$FOXO4_01	V$FOXO4_01	 	1.045E-3	4.629E-1	2.105E-2	1.405E-1	5	197	PDE4D,ASIC2,DMD,IMMP2L,MAML3
Transcription Factor Binding Site	V$GATA3_01	V$GATA3_01	 	1.069E-3	4.735E-1	2.105E-2	1.405E-1	5	198	VSNL1,ASIC2,DAB1,DMD,MAML3
Transcription Factor Binding Site	V$GATA1_02	V$GATA1_02	 	1.093E-3	4.843E-1	2.105E-2	1.405E-1	5	199	DAB1,ELAVL2,DMD,MAML3,CACNA2D3
Transcription Factor Binding Site	V$NKX25_02	V$NKX25_02	 	1.275E-3	5.650E-1	2.354E-2	1.571E-1	5	206	NRXN1,DAB1,ELAVL2,DMD,MAML3
Transcription Factor Binding Site	V$MEF2_Q6_01	V$MEF2_Q6_01	 	1.331E-3	5.898E-1	2.359E-2	1.574E-1	5	208	PACS1,ASIC2,DLG2,DMD,CACNA2D3
Transcription Factor Binding Site	V$OCT1_Q6	V$OCT1_Q6	 	1.449E-3	6.419E-1	2.421E-2	1.615E-1	5	212	VSNL1,PDE4D,NRXN1,DMD,TCF7L1
Transcription Factor Binding Site	V$OCT1_05	V$OCT1_05	 	1.479E-3	6.554E-1	2.421E-2	1.615E-1	5	213	PDE4D,DMD,ACYP2,TCF7L1,MAML3
Transcription Factor Binding Site	YNTTTNNNANGCARM_UNKNOWN	YNTTTNNNANGCARM_UNKNOWN	 	1.559E-3	6.907E-1	2.421E-2	1.615E-1	3	58	PDE4D,ELAVL2,DMD
Transcription Factor Binding Site	V$LXR_Q3	V$LXR_Q3	 	1.638E-3	7.257E-1	2.421E-2	1.615E-1	3	59	ACACA,ASIC2,TMPO
Transcription Factor Binding Site	V$TST1_01	V$TST1_01	 	1.639E-3	7.262E-1	2.421E-2	1.615E-1	5	218	ACACA,ELAVL2,DLG2,DMD,CACNA2D3
Transcription Factor Binding Site	V$MMEF2_Q6	V$MMEF2_Q6	 	2.035E-3	9.017E-1	2.909E-2	1.941E-1	5	229	ASIC2,ELAVL2,DLG2,DMD,CACNA2D3
Transcription Factor Binding Site	CTGCAGY_UNKNOWN	CTGCAGY_UNKNOWN	 	2.342E-3	1.000E0	3.242E-2	2.163E-1	8	607	VSNL1,PDE4D,NRXN1,DAB1,DLG2,KCNS3,NBEA,DMD
Transcription Factor Binding Site	V$STAT5A_04	V$STAT5A_04	 	3.566E-3	1.000E0	4.788E-2	3.194E-1	4	159	PTPRD,ELAVL2,DMD,MAML3
Disease	C0004352	Autistic Disorder	DisGeNET Curated	2.658E-9	4.449E-6	4.449E-6	3.559E-5	16	644	DPYD,PDE4D,SHANK2,ACACA,NRXN1,MYO1D,ASIC2,MACROD2,CNTNAP2,DAB1,AUTS2,ROBO2,NBEA,DMD,IMMP2L,OPHN1
Disease	C0036341	Schizophrenia	DisGeNET Curated	5.692E-8	9.529E-5	4.764E-5	3.812E-4	22	1561	MAGI2,DPYD,PLB1,VRK2,VSNL1,PDE4D,TENM4,SHANK2,ACACA,NRXN1,CNTNAP2,DAB1,PCDH15,AUTS2,ELAVL2,DLG2,KCNS3,CTNNA2,DMD,FHIT,TERT,ALK
Disease	C0236969	Substance-Related Disorders	DisGeNET Curated	3.774E-7	6.317E-4	2.106E-4	1.685E-3	7	117	AGBL4,PACS1,MACROD2,PCDH15,FHIT,TENM2,DDX1
Disease	C0241210	Speech Delay	DisGeNET Curated	6.953E-7	1.164E-3	2.910E-4	2.328E-3	7	128	DPYD,PDE4D,KANSL1,NRXN1,CNTNAP2,CAMTA1,OPHN1
Disease	C1868675	PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE	DisGeNET Curated	4.218E-6	7.061E-3	1.412E-3	1.130E-2	4	28	WWOX,DAB1,DMD,FHIT
Disease	C0023014	Language Development Disorders	DisGeNET Curated	1.260E-5	2.109E-2	3.225E-3	2.580E-2	3	12	DPYD,NRXN1,CNTNAP2
Disease	C1864887	Cortical Dysplasia-Focal Epilepsy Syndrome	DisGeNET Curated	1.541E-5	2.580E-2	3.225E-3	2.580E-2	2	2	NRXN1,CNTNAP2
Disease	C0016024	Fibroadenosis	DisGeNET BeFree	1.541E-5	2.580E-2	3.225E-3	2.580E-2	2	2	PTPRG,FHIT
Disease	C1970431	PITT-HOPKINS SYNDROME	DisGeNET Curated	9.166E-5	1.534E-1	1.428E-2	1.142E-1	2	4	NRXN1,CNTNAP2
Disease	C0221725	Obstruction of bronchus	DisGeNET BeFree	9.166E-5	1.534E-1	1.428E-2	1.142E-1	2	4	CLPTM1L,TERT
Disease	C0524528	Pervasive Development Disorder	DisGeNET BeFree	9.383E-5	1.571E-1	1.428E-2	1.142E-1	5	116	DPYD,SHANK2,NRXN1,MACROD2,CNTNAP2
Disease	C0338656	Impaired cognition	DisGeNET Curated	1.565E-4	2.620E-1	2.183E-2	1.747E-1	10	625	MAGI2,PLB1,VSNL1,PDE4D,SHANK2,CNTNAP2,DAB1,KCNS3,DMD,OPHN1
Disease	C0206708	Cervical Intraepithelial Neoplasia	DisGeNET Curated	1.909E-4	3.196E-1	2.459E-2	1.967E-1	6	213	LPIN1,ASAP2,ROBO2,FHIT,TERT,ALK
Disease	C0236733	Amphetamine-Related Disorders	DisGeNET Curated	2.179E-4	3.648E-1	2.606E-2	2.085E-1	4	75	PDE4D,LINGO2,FHIT,SMYD3
Disease	C0349391	Apraxia, Verbal	DisGeNET Curated	3.184E-4	5.329E-1	3.192E-2	2.553E-1	2	7	PACS1,CNTNAP2
Disease	C0856975	Autistic behavior	DisGeNET Curated	3.221E-4	5.393E-1	3.192E-2	2.553E-1	3	34	DPYD,NRXN1,CNTNAP2
Disease	C0009241	Cognition Disorders	DisGeNET Curated	3.241E-4	5.426E-1	3.192E-2	2.553E-1	6	235	PLB1,VSNL1,SHANK2,DAB1,KCNS3,DMD
Disease	C3714756	Intellectual Disability	DisGeNET Curated	4.033E-4	6.751E-1	3.751E-2	3.001E-1	13	1131	PACS1,DPYD,PDE4D,SHANK2,WWOX,KANSL1,NRXN1,CNTNAP2,AUTS2,DMD,CAMTA1,TERT,OPHN1
Disease	C0025362	Mental Retardation	DisGeNET Curated	6.297E-4	1.000E0	4.472E-2	3.578E-1	11	885	PACS1,DPYD,PDE4D,SHANK2,WWOX,NRXN1,CNTNAP2,AUTS2,DMD,TERT,OPHN1
Disease	C0042076	Urologic Neoplasms	DisGeNET Curated	6.770E-4	1.000E0	4.472E-2	3.578E-1	2	10	WWOX,FHIT
Disease	C0027080	Myoglobinuria	DisGeNET Curated	8.254E-4	1.000E0	4.472E-2	3.578E-1	2	11	LPIN1,DMD
Disease	C0007129	Merkel cell carcinoma	DisGeNET Curated	8.420E-4	1.000E0	4.472E-2	3.578E-1	4	107	PTPRG,FHIT,TERT,ALK
Disease	C4020876	Dull intelligence	DisGeNET Curated	9.630E-4	1.000E0	4.472E-2	3.578E-1	9	649	PACS1,DPYD,PDE4D,WWOX,CNTNAP2,AUTS2,DMD,TERT,OPHN1
Disease	C1843367	Poor school performance	DisGeNET Curated	9.630E-4	1.000E0	4.472E-2	3.578E-1	9	649	PACS1,DPYD,PDE4D,WWOX,CNTNAP2,AUTS2,DMD,TERT,OPHN1
Disease	C0423903	Low intelligence	DisGeNET Curated	9.630E-4	1.000E0	4.472E-2	3.578E-1	9	649	PACS1,DPYD,PDE4D,WWOX,CNTNAP2,AUTS2,DMD,TERT,OPHN1
Disease	C0917816	Mental deficiency	DisGeNET Curated	9.841E-4	1.000E0	4.472E-2	3.578E-1	9	651	PACS1,DPYD,PDE4D,WWOX,CNTNAP2,AUTS2,DMD,TERT,OPHN1
Disease	C0023012	Language Delay	DisGeNET Curated	1.138E-3	1.000E0	4.472E-2	3.578E-1	4	116	DPYD,PDE4D,CAMTA1,OPHN1
Disease	C0026106	Mild Mental Retardation	DisGeNET Curated	1.138E-3	1.000E0	4.472E-2	3.578E-1	4	116	DPYD,SHANK2,DMD,CAMTA1
Disease	C0233715	Speech impairment	DisGeNET Curated	1.138E-3	1.000E0	4.472E-2	3.578E-1	4	116	DPYD,PDE4D,CAMTA1,OPHN1
Disease	C0454644	Delayed speech and language development	DisGeNET Curated	1.138E-3	1.000E0	4.472E-2	3.578E-1	4	116	DPYD,PDE4D,CAMTA1,OPHN1
Disease	C1266002	Non-small cell carcinoma	DisGeNET BeFree	1.165E-3	1.000E0	4.472E-2	3.578E-1	2	13	FHIT,ALK
Disease	C1709246	Non-Neoplastic Disorder	DisGeNET BeFree	1.253E-3	1.000E0	4.472E-2	3.578E-1	8	541	DPYD,PLB1,DAB1,DMD,CAMTA1,FHIT,TERT,ALK
Disease	C1850830	Exercise-induced myalgia	DisGeNET Curated	1.355E-3	1.000E0	4.472E-2	3.578E-1	2	14	LPIN1,DMD
Disease	C0002690	Amputation Stumps	DisGeNET BeFree	1.355E-3	1.000E0	4.472E-2	3.578E-1	2	14	TERT,ALK
Disease	C1332629	Breast Fibrocystic Change, Proliferative Type	DisGeNET BeFree	1.355E-3	1.000E0	4.472E-2	3.578E-1	2	14	PTPRG,FHIT
Disease	C0279751	Adenoid cystic carcinoma of salivary gland	DisGeNET BeFree	1.355E-3	1.000E0	4.472E-2	3.578E-1	2	14	WWOX,FHIT
Disease	C0036572	Seizures	DisGeNET Curated	1.474E-3	1.000E0	4.472E-2	3.578E-1	11	982	MAGI2,PACS1,DPYD,SLC8A1,WWOX,NRXN1,ASIC2,CNTNAP2,ANKS1B,AUTS2,OPHN1
Disease	C0700078	Decreased tendon reflex	DisGeNET Curated	1.590E-3	1.000E0	4.472E-2	3.578E-1	4	127	LPIN1,WWOX,CNTNAP2,DMD
Disease	C1510586	Autism Spectrum Disorders	DisGeNET Curated	1.611E-3	1.000E0	4.472E-2	3.578E-1	7	436	DPYD,SHANK2,NRXN1,MACROD2,CNTNAP2,PCDH15,NBEA
Disease	C0206694	Mucoepidermoid Carcinoma	DisGeNET Curated	1.796E-3	1.000E0	4.472E-2	3.578E-1	3	61	WWOX,NUMA1,FHIT
Disease	C1535926	Neurodevelopmental Disorders	DisGeNET Curated	1.832E-3	1.000E0	4.472E-2	3.578E-1	4	132	SHANK2,NRXN1,CNTNAP2,DLG2
Disease	C1263846	Attention deficit hyperactivity disorder	DisGeNET Curated	2.299E-3	1.000E0	4.472E-2	3.578E-1	6	343	PDE4D,PTPRD,CNTNAP2,AUTS2,DMD,OPHN1
Disease	C2145472	Urothelial Carcinoma	DisGeNET BeFree	2.469E-3	1.000E0	4.472E-2	3.578E-1	5	238	WWOX,NUMA1,FHIT,TERT,ALK
Disease	C0454651	Specific language impairment	DisGeNET BeFree	2.514E-3	1.000E0	4.472E-2	3.578E-1	2	19	NRXN1,CNTNAP2
Disease	C0686377	CNS metastases	DisGeNET BeFree	2.514E-3	1.000E0	4.472E-2	3.578E-1	2	19	TERT,ALK
Disease	C1836047	Long face	DisGeNET Curated	2.773E-3	1.000E0	4.472E-2	3.578E-1	3	71	NBAS,CAMTA1,OPHN1
Disease	C0557874	Global developmental delay	DisGeNET Curated	2.776E-3	1.000E0	4.472E-2	3.578E-1	9	757	PACS1,DPYD,PDE4D,WWOX,NRXN1,DMD,CAMTA1,TERT,OPHN1
Disease	C1845055	ALPHA-THALASSEMIA/MENTAL RETARDATION SYNDROME, NONDELETION TYPE, X-LINKED	DisGeNET Curated	2.787E-3	1.000E0	4.472E-2	3.578E-1	2	20	TERT,ALK
Disease	C0085681	Hyperphosphatemia (disorder)	DisGeNET Curated	3.371E-3	1.000E0	4.472E-2	3.578E-1	2	22	PDE4D,WWOX
Disease	C1275122	Familial multiple trichoepitheliomata	DisGeNET Curated	3.431E-3	1.000E0	4.472E-2	3.578E-1	4	157	WWOX,DMD,FHIT,TERT
Disease	C0149925	Small cell carcinoma of lung	DisGeNET Curated	3.466E-3	1.000E0	4.472E-2	3.578E-1	8	637	PTPRD,WWOX,ACACA,CNTNAP2,ELAVL2,FHIT,TERT,ALK
Disease	C0007120	Bronchioloalveolar Adenocarcinoma	DisGeNET Curated	3.490E-3	1.000E0	4.472E-2	3.578E-1	3	77	FHIT,TERT,ALK
Disease	C0036857	Severe mental retardation (I.Q. 20-34)	DisGeNET Curated	3.590E-3	1.000E0	4.472E-2	3.578E-1	4	159	SHANK2,NRXN1,CNTNAP2,DMD
Disease	C0853105	Penis carcinoma	DisGeNET BeFree	3.682E-3	1.000E0	4.472E-2	3.578E-1	2	23	SLC8A1,FHIT
Disease	C0302874	depressive personality	DisGeNET BeFree	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	DPYD
Disease	C3554343	MENTAL RETARDATION, AUTOSOMAL DOMINANT 17	DisGeNET Curated	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	PACS1
Disease	OMIN:613014	NEUROBLASTOMA, SUSCEPTIBILITY TO, 3; NBLST3	OMIM	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	ALK
Disease	cv:CN142515	Cerebellar ataxia, nonprogressive, with mental retardation	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	CAMTA1
Disease	cv:CN188274	Mental retardation, autosomal dominant 26	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	AUTS2
Disease	C2751681	NEUROBLASTOMA, SUSCEPTIBILITY TO, 3	DisGeNET Curated	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	ALK
Disease	20081125:Mushiroda	Idiopathic pulmonary fibrosis	GWAS	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	TERT
Disease	C4021982	Abnormal eating behavior	DisGeNET Curated	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	DPYD
Disease	C3151443	DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 2	DisGeNET Curated	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	TERT
Disease	C1845366	Mental retardation, X-linked, with cerebellar hypoplasia and distinctive facial appearance	DisGeNET Curated	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	OPHN1
Disease	cv:C0917713	Becker muscular dystrophy	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	DMD
Disease	cv:CN077983	Fluorouracil response	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	DPYD
Disease	cv:C0268603	Acetyl-CoA: carboxylase deficiency	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	ACACA
Disease	cv:C2751681	Neuroblastoma 3	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	ALK
Disease	C0519095	tuberculosis chronic pulmonary	DisGeNET BeFree	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	FHIT
Disease	cv:C2677504	Autism 15	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	CNTNAP2
Disease	cv:CN184090	Fluoropyrimidine response	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	DPYD
Disease	cv:C2720286	Dihydropyrimidine dehydrogenase deficiency	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	DPYD
Disease	C0854821	Anaplastic large cell lymphoma T- and null-cell types refractory	DisGeNET BeFree	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	ALK
Disease	OMIN:613436	AUTISM, SUSCEPTIBILITY TO, 17; AUTS17	OMIM	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	SHANK2
Disease	C4015519	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 28	DisGeNET Curated	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	WWOX
Disease	OMIN:610878	VESICOURETERAL REFLUX 2; VUR2	OMIM	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	ROBO2
Disease	C3553250	ACRODYSOSTOSIS 2 WITH OR WITHOUT HORMONE RESISTANCE	DisGeNET Curated	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	PDE4D
Disease	C4014435	MENTAL RETARDATION, AUTOSOMAL DOMINANT 26	DisGeNET Curated	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	AUTS2
Disease	cv:C1970483	Vesicoureteral reflux 2	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	ROBO2
Disease	C4225223	TREMOR, HEREDITARY ESSENTIAL, 5	DisGeNET Curated	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	TENM4
Disease	C0034139	Purine-Pyrimidine Metabolism, Inborn Errors	DisGeNET Curated	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	DPYD
Disease	cv:C1847482	Stroke 1	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	PDE4D
Disease	cv:C3280524	Schizophrenia 17	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	NRXN1
Disease	cv:C3151443	Dyskeratosis congenita, autosomal dominant, 2	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	TERT
Disease	C0037020	Shyness	DisGeNET Curated	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	DPYD
Disease	C0334605	Meningothelial meningioma	DisGeNET BeFree	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	TERT
Disease	cv:CN225654	Epileptic encephalopathy, early infantile, 28	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	WWOX
Disease	OMIN:610443	CHROMOSOME 17q21.31 DELETION SYNDROME	OMIM	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	KANSL1
Disease	C0039223	Tabes Dorsalis	DisGeNET BeFree	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	DMD
Disease	20081125:Schormair	Restless legs syndrome	GWAS	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	PTPRD
Disease	C3541319	SHORT STATURE, OPTIC NERVE ATROPHY, AND PELGER-HUET ANOMALY	DisGeNET Curated	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	NBAS
Disease	cv:C1865885	Usher syndrome, type 1F	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	PCDH15
Disease	cv:C1836027	Deafness, autosomal recessive 23	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	PCDH15
Disease	20090520:Himes	Asthma	GWAS	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	PDE4D
Disease	C1857624	COLLAGENOSIS, FAMILIAL REACTIVE PERFORATING	DisGeNET BeFree	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	TERT
Disease	C0410165	X-linked muscular dystrophy with abnormal dystrophin	DisGeNET BeFree	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	DMD
Disease	C0751901	Tic, Vocal	DisGeNET BeFree	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	CNTNAP2
Disease	cv:C0013264	Duchenne muscular dystrophy	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	DMD
Disease	C0265122	Disorder of pericardium	DisGeNET BeFree	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	ALK
Disease	cv:CN143710	Short stature, optic nerve atrophy, and pelger-huet anomaly	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	NBAS
Disease	cv:C1864446	Retinitis pigmentosa 25	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	EYS
Disease	OMIN:602772	RETINITIS PIGMENTOSA 25; RP25	OMIM	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	EYS
Disease	cv:C1864887	Cortical dysplasia-focal epilepsy syndrome	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	CNTNAP2
Disease	OMIN:274270	DIHYDROPYRIMIDINE DEHYDROGENASE DEFICIENCY	OMIM	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	DPYD
Disease	OMIN:268200	MYOGLOBINURIA, ACUTE RECURRENT, AUTOSOMAL RECESSIVE	OMIM	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	LPIN1
Disease	C0796548	Metastatic tumors of the Ewing's family	DisGeNET BeFree	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	PTPRD
Disease	cv:CN164257	Mental retardation, autosomal dominant 17	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	PACS1
Disease	cv:C3280479	Pitt-Hopkins-like syndrome 2	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	NRXN1
Disease	C4021893	Nonprogressive visual loss	DisGeNET Curated	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	NBAS
Disease	C1456326	Selective mutism specific to childhood and adolescence	DisGeNET BeFree	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	CNTNAP2
Disease	C0040250	Tinea Capitis	DisGeNET BeFree	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	TERT
Disease	OMIN:610042	CORTICAL DYSPLASIA-FOCAL EPILEPSY SYNDROME	OMIM	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	CNTNAP2
Disease	cv:C1849386	Myoglobinuria, acute recurrent, autosomal recessive	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	LPIN1
Disease	cv:CN130951	PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 1	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	TERT
Disease	C1845369	Disorganization of the anterior cerebellar vermis	DisGeNET Curated	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	OPHN1
Disease	C2875313	Severe [Duchenne] muscular dystrophy	DisGeNET BeFree	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	DMD
Disease	OMIN:612100	AUTISM, SUSCEPTIBILITY TO, 15; AUTS15	OMIM	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	CNTNAP2
Disease	C3809651	INFANTILE LIVER FAILURE SYNDROME 2	DisGeNET Curated	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	NBAS
Disease	cv:CN128796	Dilated cardiomyopathy 3B	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	DMD
Disease	C1849386	Myoglobinuria, Acute Recurrent, Autosomal Recessive	DisGeNET Curated	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	LPIN1
Disease	C1540600	Cerebral seizure	DisGeNET BeFree	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	DMD
Disease	C0442871	Microinvasive carcinoma	DisGeNET BeFree	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	FHIT
Disease	C3553661	CEREBELLAR ATAXIA, NONPROGRESSIVE, WITH MENTAL RETARDATION	DisGeNET Curated	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	CAMTA1
Disease	C0236818	Selective Mutism	DisGeNET BeFree	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	CNTNAP2
Disease	cv:C3150693	Autism 17	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	SHANK2
Disease	C3553696	Decreased visual acuity, nonprogressive	DisGeNET Curated	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	NBAS
Disease	cv:C1852514	Tegafur response	Clinical Variations	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	DPYD
Disease	C1836027	Deafness, Autosomal Recessive 23	DisGeNET Curated	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	PCDH15
Disease	C1709573	Pleural Epithelioid Hemangioendothelioma	DisGeNET BeFree	3.965E-3	1.000E0	4.472E-2	3.578E-1	1	1	CAMTA1
